4.172504,4.77269,4.607087,4.231926,4.499796,4.298121,4.062652,3.763158,4.141281,4.387979,4.630191,4.187166,4.14924,4.230914,4.407829,3.617318,4.275418,4.479102,4.132468,4.113255,4.627781,4.440211,3.4526,3.774051,3.418394,4.35185,3.935557,4.059298,4.462366,3.761779,3.968244,4.222944,4.046344,4.433172,4.188298,4.477096,3.915354,4.447447,4.291059,4.258574,4.377302,4.335616,4.145684,4.249869,4.531728,4.338355,4.123799,4.3669,4.554069,3.995912,4.547622,4.240171,4.452421,4.663995,4.500439,4.671217,4.374421,4.340214,3.715111,4.0,4.365858,4.50695,4.333912,4.634788,3.72708,4.593212,4.275841,4.436518,4.689827,4.554567,4.327355,4.740319,4.438724,4.790421,4.306242,4.116006,4.471712,4.377972,4.080746,4.724971,4.483005,4.478056,3.944389,4.125874,4.148883,4.330563,4.641985,4.646343,4.209332,4.631753,4.51938,4.355322,4.407285,4.400021,4.047917,3.884091,4.091603,4.263158,4.459359,4.077586
4.176831,4.772166,4.61108,4.232682,4.508827,4.297175,4.06563,3.76461,4.141722,4.386674,4.629252,4.188548,4.150063,4.233943,4.414846,3.632597,4.277013,4.478396,4.119289,4.109095,4.626206,4.440728,3.460695,3.779433,3.422013,4.350785,3.940381,4.062761,4.341935,3.73508,3.972641,4.224488,4.04874,4.431664,4.186527,4.478611,3.914295,4.44851,4.287407,4.255384,4.376274,4.334634,4.143411,4.252201,4.531619,4.336757,4.12097,4.365076,4.553695,3.995019,4.542749,4.235264,4.448636,4.663378,4.498123,4.669994,4.370072,4.342528,3.715629,3.931034,4.364524,4.505278,4.33692,4.630744,3.729888,4.592142,4.275385,4.435628,4.688313,4.553524,4.32831,4.739714,4.42919,4.789074,4.306921,4.116929,4.47223,4.378262,4.082863,4.723445,4.482116,4.483172,3.942909,4.123955,4.148883,4.329474,4.642001,4.645509,4.203115,4.640551,4.518626,4.356609,4.4066,4.397746,4.052925,3.901316,4.088889,4.238095,4.455072,4.04878
4.179494,4.771427,4.616038,4.233807,4.514188,4.296725,4.066881,3.774245,4.142137,4.385912,4.628488,4.190139,4.150628,4.235361,4.419866,3.644022,4.278916,4.478514,4.117207,4.106699,4.624755,4.441668,3.471162,3.780664,3.422414,4.349646,3.944266,4.066408,4.353591,3.726634,3.974975,4.219902,4.047591,4.430504,4.18534,4.479432,3.91328,4.448956,4.286021,4.253349,4.375539,4.333501,4.141695,4.254877,4.53182,4.336434,4.118966,4.364056,4.553772,3.996588,4.540428,4.233491,4.44582,4.662877,4.499394,4.668457,4.370518,4.345409,3.714899,4.0,4.363574,4.503825,4.340739,4.628053,3.732786,4.591267,4.275099,4.435717,4.68585,4.552461,4.329027,4.739137,4.513565,4.7888,4.306037,4.116791,4.473053,4.378579,4.08458,4.722458,4.481728,4.487759,3.941994,4.115118,4.147227,4.328516,4.641833,4.643925,4.203956,4.641039,4.518657,4.357344,4.406232,4.396364,4.05454,3.91757,4.080882,4.255814,4.454936,4.04878
4.184123,4.770753,4.619515,4.235404,4.516727,4.296247,4.067905,3.789969,4.142901,4.385642,4.625201,4.191052,4.149999,4.237158,4.422055,3.643432,4.281137,4.477633,4.117714,4.101894,4.622819,4.442538,3.48131,3.797418,3.422002,4.348238,3.949712,4.067846,4.326087,3.723809,3.978043,4.191564,4.04807,4.429241,4.180354,4.480208,3.913352,4.448992,4.2849,4.25296,4.37474,4.332362,4.139706,4.255615,4.531756,4.336119,4.116696,4.362988,4.553725,3.997599,4.539356,4.231481,4.442205,4.662489,4.49758,4.666506,4.368713,4.347257,3.7149,4.085714,4.362312,4.501983,4.342141,4.623857,3.735251,4.592983,4.27447,4.435606,4.684919,4.551062,4.329401,4.738035,4.53311,4.788161,4.303876,4.117406,4.473296,4.380297,4.086067,4.721898,4.482098,4.492037,3.941314,4.113103,4.146038,4.323968,4.643997,4.641543,4.208937,4.643305,4.518305,4.358056,4.405195,4.394718,4.057902,3.92569,4.1,4.266667,4.460627,4.069767
4.188067,4.770584,4.625196,4.235929,4.522242,4.295548,4.068931,3.79321,4.145368,4.385453,4.623057,4.190463,4.149402,4.238109,4.424558,3.653439,4.28355,4.47622,4.106638,4.099548,4.620947,4.442577,3.482475,3.806877,3.430241,4.346878,3.961572,4.075867,4.325926,3.725053,3.978163,4.062978,4.049025,4.427834,4.18157,4.481505,3.913122,4.449195,4.281557,4.25239,4.373951,4.331442,4.138249,4.25574,4.531859,4.335158,4.114731,4.361424,4.553353,3.999084,4.5404,4.229736,4.439223,4.663619,4.496557,4.664455,4.365716,4.349298,3.715709,4.025,4.362268,4.499925,4.342591,4.622758,3.738585,4.59275,4.273215,4.434839,4.684013,4.55038,4.330086,4.737616,4.538569,4.788524,4.300682,4.117739,4.471428,4.381463,4.087768,4.721392,4.481995,4.494653,3.940748,4.109739,4.14517,4.32201,4.64461,4.642064,4.211124,4.643024,4.517117,4.358577,4.407628,4.391984,4.060651,3.921971,4.111111,4.212766,4.464894,4.030075
4.190855,4.769894,4.633393,4.235923,4.526658,4.29448,4.06606,3.79052,4.145777,4.384573,4.620774,4.190983,4.148369,4.237776,4.42519,3.648148,4.28454,4.477262,4.102455,4.096112,4.619239,4.443489,3.478797,3.78467,3.433409,4.345315,3.966294,4.089327,4.298361,3.726506,3.978771,4.009,4.053354,4.426489,4.183736,4.483408,3.913277,4.449629,4.278502,4.252969,4.373084,4.330625,4.136721,4.254649,4.531345,4.334513,4.111805,4.359862,4.552667,4.002442,4.539474,4.228091,4.435668,4.663752,4.495602,4.66339,4.362694,4.34987,3.715908,4.047619,4.361044,4.498167,4.345506,4.619433,3.740829,4.592579,4.271028,4.433552,4.683233,4.54938,4.331127,4.737176,4.539063,4.788318,4.297644,4.116472,4.469791,4.382104,4.088491,4.721134,4.482141,4.496798,3.940416,4.105335,4.145054,4.32014,4.644668,4.641319,4.209811,4.64523,4.516633,4.358681,4.406409,4.389812,4.064393,3.921529,4.073333,4.244898,4.462358,4.05036
4.194023,4.769472,4.638762,4.235798,4.531167,4.292803,4.071512,3.7882,4.144085,4.383085,4.61899,4.191627,4.146365,4.236683,4.426385,3.652742,4.286899,4.474815,4.090625,4.093273,4.617295,4.442279,3.477928,3.776077,3.436084,4.343314,3.972922,4.099192,4.297143,3.727591,3.978359,3.97736,4.053534,4.424632,4.18126,4.484706,3.913205,4.450005,4.277847,4.252346,4.3713,4.328683,4.134553,4.254421,4.530059,4.332855,4.108328,4.357114,4.55174,4.002137,4.538099,4.227897,4.430768,4.662907,4.494911,4.662184,4.355424,4.350091,3.716358,4.085106,4.360335,4.496077,4.347554,4.616249,3.744006,4.592479,4.268655,4.431699,4.683435,4.547911,4.332534,4.737917,4.537316,4.787142,4.294613,4.1156,4.46776,4.382864,4.088865,4.720391,4.48232,4.497915,3.938852,4.105978,4.144891,4.31818,4.64939,4.640188,4.20736,4.644572,4.523071,4.35854,4.404161,4.387696,4.067812,3.906931,4.065789,4.203704,4.453307,4.028169
4.195411,4.768765,4.643364,4.235702,4.536869,4.293163,4.069946,3.777444,4.142335,4.381288,4.61606,4.190568,4.145129,4.236326,4.428933,3.643411,4.28586,4.47387,4.091282,4.090334,4.61525,4.443119,3.474674,3.765566,3.433889,4.341506,3.97937,4.106043,4.316708,3.727322,3.979109,3.960225,4.055879,4.422872,4.179165,4.488706,3.913144,4.450008,4.275481,4.251088,4.371146,4.32731,4.132514,4.254911,4.528868,4.331489,4.104788,4.355277,4.549327,4.00234,4.53742,4.221728,4.4267,4.661735,4.494006,4.661152,4.350368,4.352151,3.716808,4.041667,4.358299,4.493722,4.351397,4.615446,3.74618,4.593191,4.26673,4.430689,4.681651,4.546516,4.332245,4.737175,4.536537,4.786702,4.293004,4.114869,4.466182,4.383355,4.088376,4.719329,4.481805,4.499504,3.937882,4.105834,4.143808,4.317211,4.648347,4.63862,4.205511,4.644251,4.523019,4.358302,4.402481,4.384756,4.070524,3.922179,4.058065,4.245614,4.452124,4.028169
4.19587,4.768427,4.647666,4.235097,4.534281,4.292354,4.07338,3.77003,4.142499,4.379165,4.614234,4.190291,4.143906,4.236966,4.43208,3.655696,4.285869,4.4746,4.087133,4.0877,4.612975,4.445039,3.472854,3.75396,3.431068,4.330614,3.985061,4.10848,4.256637,3.726944,3.979306,3.942578,4.059131,4.420962,4.178157,4.489805,3.914683,4.450494,4.271297,4.252115,4.369932,4.326209,4.130813,4.255179,4.527876,4.330311,4.102533,4.352993,4.548159,4.00205,4.537119,4.222235,4.423354,4.659886,4.49303,4.660008,4.345445,4.352948,3.716071,4.072727,4.356687,4.491285,4.349282,4.61341,3.748012,4.592739,4.264873,4.42998,4.68111,4.545237,4.331781,4.736805,4.535352,4.785572,4.289927,4.113291,4.464849,4.383116,4.088559,4.717403,4.48216,4.500171,3.936187,4.107046,4.142532,4.319076,4.647786,4.637861,4.202611,4.64223,4.523336,4.357983,4.400856,4.381853,4.076119,3.919694,4.081761,4.142857,4.455219,4.013889
4.196523,4.767385,4.652652,4.235468,4.538509,4.290851,4.07444,3.766082,4.142166,4.377295,4.613482,4.190843,4.142978,4.237389,4.433914,3.662469,4.286141,4.472943,4.08862,4.084667,4.611051,4.445651,3.4761,3.75229,3.429506,4.298164,3.990385,4.111365,4.253937,3.726519,3.980163,3.92632,4.058463,4.420204,4.176106,4.490867,3.914033,4.449542,4.266188,4.250373,4.368329,4.324667,4.128685,4.255717,4.526858,4.329016,4.099828,4.351415,4.547263,4.000593,4.535931,4.214341,4.420432,4.659349,4.491603,4.658837,4.343572,4.35417,3.71641,4.017544,4.356417,4.489244,4.350935,4.611145,3.751719,4.591627,4.263475,4.428755,4.678251,4.543764,4.330123,4.735526,4.533643,4.784226,4.28766,4.110476,4.463229,4.382838,4.089606,4.716503,4.483156,4.499664,3.934697,4.104839,4.143004,4.318922,4.645622,4.637659,4.204343,4.640262,4.522055,4.358159,4.400245,4.37854,4.078201,3.92467,4.098765,4.15625,4.453995,4.033113
