422,1,4,52,2.821535,2.826196,2.829873,2.845269,2.85042,2.858686,2.866624,2.872952,2.880573,2.89021,2.895193,2.903986,2.913375,2.922915,2.93244,2.941684,2.945563,2.951134,2.956828,2.956077,2.959103,2.962682,2.965508,2.967477,2.971395,2.973975,2.976976,2.979134,2.982383,2.987083,2.99003,2.994093,2.997147,3.003806,3.007752,3.010653,3.013976,3.016346,3.013871,3.014382,3.015674,3.016899,3.017395,3.020278,3.018705,3.019191,3.019879,3.020155,3.01896,3.019177,3.019747,3.020827
961,1,41,52,4.319134,4.317031,4.315401,4.313616,4.313864,4.315506,4.317623,4.319155,4.320869,4.321947,4.323373,4.324592,4.325759,4.32613,4.326368,4.326652,4.326526,4.326294,4.326091,4.327212,4.328166,4.32891,4.328389,4.327235,4.325315,4.322938,4.320807,4.320308,4.318189,4.316576,4.315,4.313238,4.312134,4.310803,4.309737,4.308696,4.30784,4.306998,4.307831,4.30837,4.309076,4.30976,4.310519,4.310972,4.311991,4.312578,4.313154,4.313795,4.314462,4.315205,4.315545,4.315477
1373,1,20,40,4.409206,4.408538,4.400052,4.389072,4.38259,4.391191,4.38539,4.387514,4.379922,4.382167,4.37477,4.371183,4.36883,4.368191,4.369409,4.367913,4.369217,4.368999,4.366067,4.363241,4.359414,4.357935,4.358038,4.353684,4.355088,4.353954,4.352781,4.349493,4.345433,4.346913,4.345112,4.342732,4.343499,4.340759,4.33801,4.335496,4.332661,4.329955,4.329144,4.331448,4.33131,4.332254,4.332258,4.332476,4.333369,4.331811,4.329881,4.329894,4.331374,4.331073,4.332786,4.335706
1374,20,41,52,4.409206,4.408538,4.400052,4.389072,4.38259,4.391191,4.38539,4.387514,4.379922,4.382167,4.37477,4.371183,4.36883,4.368191,4.369409,4.367913,4.369217,4.368999,4.366067,4.363241,4.359414,4.357935,4.358038,4.353684,4.355088,4.353954,4.352781,4.349493,4.345433,4.346913,4.345112,4.342732,4.343499,4.340759,4.33801,4.335496,4.332661,4.329955,4.329144,4.331448,4.33131,4.332254,4.332258,4.332476,4.333369,4.331811,4.329881,4.329894,4.331374,4.331073,4.332786,4.335706
1151,1,5,31,3.706001,3.693021,3.68411,3.675725,3.684187,3.690427,3.695458,3.689084,3.693719,3.663289,3.656566,3.649961,3.643781,3.640565,3.63737,3.638194,3.63714,3.633061,3.633037,3.626323,3.633708,3.626576,3.625645,3.618849,3.616043,3.619252,3.616621,3.615807,3.611206,3.609853,3.603575,3.605076,3.60686,3.605665,3.604078,3.599503,3.591084,3.579838,3.577606,3.579878,3.582525,3.583625,3.590648,3.593055,3.591789,3.59021,3.589703,3.589444,3.588269,3.594451,3.591003,3.586758
1152,5,32,32,3.706001,3.693021,3.68411,3.675725,3.684187,3.690427,3.695458,3.689084,3.693719,3.663289,3.656566,3.649961,3.643781,3.640565,3.63737,3.638194,3.63714,3.633061,3.633037,3.626323,3.633708,3.626576,3.625645,3.618849,3.616043,3.619252,3.616621,3.615807,3.611206,3.609853,3.603575,3.605076,3.60686,3.605665,3.604078,3.599503,3.591084,3.579838,3.577606,3.579878,3.582525,3.583625,3.590648,3.593055,3.591789,3.59021,3.589703,3.589444,3.588269,3.594451,3.591003,3.586758
1154,33,37,40,3.706001,3.693021,3.68411,3.675725,3.684187,3.690427,3.695458,3.689084,3.693719,3.663289,3.656566,3.649961,3.643781,3.640565,3.63737,3.638194,3.63714,3.633061,3.633037,3.626323,3.633708,3.626576,3.625645,3.618849,3.616043,3.619252,3.616621,3.615807,3.611206,3.609853,3.603575,3.605076,3.60686,3.605665,3.604078,3.599503,3.591084,3.579838,3.577606,3.579878,3.582525,3.583625,3.590648,3.593055,3.591789,3.59021,3.589703,3.589444,3.588269,3.594451,3.591003,3.586758
1155,37,41,52,3.706001,3.693021,3.68411,3.675725,3.684187,3.690427,3.695458,3.689084,3.693719,3.663289,3.656566,3.649961,3.643781,3.640565,3.63737,3.638194,3.63714,3.633061,3.633037,3.626323,3.633708,3.626576,3.625645,3.618849,3.616043,3.619252,3.616621,3.615807,3.611206,3.609853,3.603575,3.605076,3.60686,3.605665,3.604078,3.599503,3.591084,3.579838,3.577606,3.579878,3.582525,3.583625,3.590648,3.593055,3.591789,3.59021,3.589703,3.589444,3.588269,3.594451,3.591003,3.586758
290,7,10,11,4.338032,4.341202,4.342279,4.341669,4.341573,4.336995,4.333473,4.330644,4.325893,4.322524,4.318949,4.316155,4.313766,4.311383,4.309016,4.306746,4.304801,4.302807,4.301212,4.298956,4.297279,4.296431,4.295186,4.294506,4.290581,4.287935,4.285822,4.285777,4.284108,4.282329,4.280178,4.275293,4.271651,4.268384,4.266092,4.263118,4.262327,4.260927,4.262739,4.26443,4.265914,4.268082,4.26995,4.271329,4.273547,4.274404,4.275806,4.277442,4.279471,4.281629,4.284195,4.284926
296,19,22,27,4.338032,4.341202,4.342279,4.341669,4.341573,4.336995,4.333473,4.330644,4.325893,4.322524,4.318949,4.316155,4.313766,4.311383,4.309016,4.306746,4.304801,4.302807,4.301212,4.298956,4.297279,4.296431,4.295186,4.294506,4.290581,4.287935,4.285822,4.285777,4.284108,4.282329,4.280178,4.275293,4.271651,4.268384,4.266092,4.263118,4.262327,4.260927,4.262739,4.26443,4.265914,4.268082,4.26995,4.271329,4.273547,4.274404,4.275806,4.277442,4.279471,4.281629,4.284195,4.284926
